source,cos_sim,target,level
"И вот, когда он набрал воды в проруби и хотел уже идти, увидел, как вдруг из проруби появилась щука. Он и подумал: «Хороший пирог испекут мне невестки!» Поставил ведра и схватил щуку; но щука вдруг заговорила человеческим голосом. Емеля хоть был дурак, но знал, что рыба не говорит человеческим голосом, и очень испугался. А щука ему сказала: «Отпусти ты меня в воду на свободу! Я тебе со временем пригожусь, буду исполнять все твои приказания. Ты только скажи: „По щучьему веленью, а по моему прошенью“ — и все для тебя будет».",0.329732175925017,"Было в семье три брата. Старшие братья работали, а младший брат Емеля был глупый и очень ленивый. Всё время лежал он на печи и спал. Однажды зимой взял Емеля вёдра и пошёл на реку за водой. Набрал он воды и увидел в ведре большую щуку. Заговорила с ним щука человеческим голосом, попросила отпустить её обратно в воду. Пожалел Емеля рыбу и отпустил в реку. Щука за его доброту обещала исполнять все его желания. Как только он чего захочет, он должен сказать волшебные слова: «По щучьему велению, по моему хотению...», — и все желания исполнятся. Емеля сразу захотел, чтобы вёдра с водой пошли домой сами, топор сам наколол дрова, а сани поехали домой сами.","B1, B2"
"И опять покатился — только Медведь его и видел!
Катится Колобок, навстречу ему Лиса:
— Колобок, Колобок, куда катишься?",0.314775423932943,И покатился Колобок дальше.,A1
"— Ну, сейчас эту щуку съем! Мочи моей больше нет — так есть хочется!",0.744496795782323,"— Ну, сейчас эту щуку съем! Так есть хочется!","A2, B1"
"Рассказала баба-яга Ивану-царевичу, как к тому дубу пробраться. Поблагодарил ее царевич и пошел.",0.416090388903142,Поблагодарил её царевич и пошёл дальше.,"A2, B1"
"Натянул свой тугой лук, стал целиться, а заяц говорит ему человеческим голосом:",0.573284124588505,А заяц говорит ему человеческим голосом:,"A2, B1"
"Смотрит Иван-царевич на дуб и не знает, что ему делать, как ларец достать.",0.72312376633413,"Смотрит Иван-царевич на дуб  и не знает, что ему делать.","A2, B1"
"— Колобок, Колобок, я тебя съем!
— Не ешь меня, Серый Волк, я тебе песенку спою:
Я Колобок, Колобок,
Я по коробу скребен,
По сусеку метен,
На сметане мешон
Да в масле пряжон,
На окошке стужон.
Я от дедушки ушел,
Я от бабушки ушел,
Я от зайца ушел,
От тебя, волк, подавно уйду!",0.359048597164844,"Катится Колобок, а навстречу ему Волк: — Колобок, Колобок, я тебя съем! — Не ешь меня, Серый Волк, я тебе песенку спою: Я Колобок, Колобок, Я от дедушки ушёл, Я от бабушки ушёл, От Зайца ушёл,  От тебя, Волк, тоже уйду!",A1
"А уж селезень за уткой летит — прямо в голову клюет. Выронила утка яйцо, и упало то яйцо в синее море…",0.390874128261654,Выпало из утки яйцо и упало в синее море. Приплыла щука и принесла яйцо.,"A2, B1"
"Барин достает пять рублей, мужик берет их и подает барину кафтан, а у барина берет шубу. Барин надел кафтан и поехал. А мужик взял шубу и пошагал домой.",0.423783211254352,"Барин  дал мужику пять рублей, потом надел его кафтан и поехал дальше. А мужик взял шубу барина и пошёл домой. ",B1
"Я Колобок, Колобок,
Я по коробу скребен,
По сусеку метен,
На сметане мешон
Да в масле пряжон,
На окошке стужон.
Я от дедушки ушел,
Я от бабушки ушел,
Я от зайца ушел,
Я от волка ушел,
От тебя, медведь, подавно уйду!",0.084482879989018,Жили-были дедушка и бабушка. Однажды дед сказал бабке:,A1
"Тогда Емеля слезает с печи и надевает свой кафтан. Он очень боялся простуды. А кафтан — только что было название «кафтан» — висела заплата на заплате, весь был рваный. И вот царский слуга начинает его угощать. А Емеля скоро наелся гостинцев и уснул за столом на лавке. Тогда царский слуга приказал Емелю положить в экипаж свой и так, сонного, привез во дворец. Когда царь узнал, что Емеля прибыл, приказал выкатить сорокаведерную бочку и посадить в эту бочку царевну и Емелю-дурака. Когда посадили, бочку засмолили и опустили в море. А Емеля и в бочке спит непробудным сном. На третьи сутки стала его будить прекрасная царевна: «Емеля, а Емеля! Встань, проснись!» — «Не приставай ко мне. Я спать хочу!»",0.215402771445277,"Царю, конечно, не понравился ленивый и глупый жених, поэтому приказал он посадить царевну с Емелей в большую бочку и бросить в море. И опять помогло волшебство щуки: «По щучьему велению, по моему хотению...», — оказалась бочка на берегу острова. После освобождения пожелал Емеля, чтобы появился большой, красивый дворец, и снова исполнилось его желание.","B1, B2"
"Накормила она Ивана-царевича, напоила, в бане выпарила, а царевич рассказал ей, что он ищет жену свою, Василису Премудрую.",0.623664259966823,"Иван-царевич рассказал, что ищет жену свою, Василису Премудрую.","A2, B1"
"— Не тужи, Иван-царевич! Ложись-ка лучше спать-почивать: утро вечера мудренее!",0.705336104676927,"— Не грусти, Иван-царевич! Ложись лучше спать: утро вечера мудренее!","A2, B1"
"Барин достает пять рублей, мужик берет их и подает барину кафтан, а у барина берет шубу. Барин надел кафтан и поехал. А мужик взял шубу и пошагал домой.",0.267742695456074,"Едет барин, мороз всё сильнее, а кафтан не греет. Промёрз до костей барин и заболел. Долго он потом ругал мужика. А мужик шубу носил и барина хвалил.  ",B1
"Тогда Иван-царевич обещался царю Афрону королевну Елену Прекрасную достать, а сам пошел из палат его и горько заплакал.",0.326030845887104,"Ехали они, ехали, смотрел Иван-царевич на Елену Прекрасную, смотрел да и влюбился. Понял Серый Волк, что не хочет Иван-царевич красавицу отдавать царю Афрону, и решил ему опять помочь. Превратился волк в Елену Прекрасную и пошёл к царю. Обрадовался царь Афрон такой красавице и отдал Ивану коня златогривого. А когда Иван-царевич с настоящей королевной уехали, Серый волк стал опять волком и побежал за ними.","B1, B2"
"— Да-да, а у меня гляди-ка, ручка у ножа треснула, едва держится.",0.184266621067682,"— А у меня, — говорит старик, — ручка ножа сломалась.",B1
"Думали, думали старик со старухой — ничего придумать не могут: всё, что нужно, у них есть, а чего нет, то они своими трудами всегда заработать могут. Встал старик с лавки и говорит:",0.11390993675715,Однажды старуха говорит:,B1
"Вот сыграли три свадьбы, поженились царевичи: старший царевич — на боярышне, средний — на купеческой дочери, а Иван-царевич — на лягушке-квакушке.",0.367535160757031,Вот сыграли три свадьбы.,"A2, B1"
Пришел он домой невеселый. Спрашивает его квакушка:,0.351376784678854,Пришел Иван-царевич домой невесёлый. А лягушка говорит:,"A2, B1"
Пришел он домой невеселый. Спрашивает его квакушка:,0.251565471021976,А Иван-царевич опять пришёл домой невесёлый.,"A2, B1"
"Рассказал и Иван-царевич. Стали братья над ним смеяться, а отец говорит:",0.58911851856552,"Подумал-подумал Иван-царевич, взял лягушку и принес домой. Старшие братья рассказали отцу о своих невестах, рассказал и Иван-царевич. Стали братья над ним смеяться, а отец сказал:","A2, B1"
"Старичок отправился к морю, (Почернело синее море.) Стал он кликать золотую рыбку. Приплыла к нему рыбка, спросила: «Чего тебе надобно, старче?» Ей с поклоном старик отвечает: «Смилуйся, государыня рыбка! Опять моя старуха бунтует: Уж не хочет быть она дворянкой, Хочет быть вольною царицей». Отвечает золотая рыбка: «Не печалься, ступай себе с богом! Добро! будет старуха царицей!»",0.277890355401855,"Испугался старик и попросил старуху отказаться от такого желания. Но старуха ещё больше рассердилась, ударила мужа и приказала идти к морю. Четвёртый раз пошёл старик к синему морю. Видит, почернело синее море. Позвал он золотую рыбку. Приплыла к нему рыбка, спросила, чего он хочет. Рассказал ей старик о желании старухи. Пообещала золотая рыбка, что будет старуха царицей. ","A2, B1"
"И опять покатился — только Медведь его и видел!
Катится Колобок, навстречу ему Лиса:
— Колобок, Колобок, куда катишься?",0.420201244398537,"Катится Колобок, навстречу ему Лиса: — Колобок, Колобок, куда катишься? — Никуда. — Колобок, Колобок, спой мне песенку! Колобок запел: Я Колобок, Колобок, Я от дедушки ушёл, Я от бабушки ушёл, От Зайца ушёл,  От Волка ушёл,  От Медведя ушёл,  От тебя, Лиса, тоже уйду!",A1
"— Да что ты, старик, чего выдумал? Чем же мы их кормить станем? Что с ними делать будем? Есть у нас три курочки-хохлатки, есть Петя-петушок — нам и довольно.",0.372693284296575,"— Что ты, старик, придумал? — отвечает старуха. — Чем мы тысячу курочек  кормить будем? Есть у нас три курочки, есть петух. Нам больше не надо!",B1
Пришел он домой невеселый. Спрашивает его квакушка:,0.181422362226747,Баба-Яга спрашивает:,"A2, B1"
"Барин говорит: «Давай, мужик, меняться на тулуп». Мужик говорит: «Барин, придачу надо!» — «Сколько?» — «Пятерочку».",0.078472752905594,"— Согласен, давай меняться, но мне ещё деньги нужны. ",B1
"Только подумал, а медведь тут как тут: прибежал и выворотил дуб с корнями. Ларец упал с вершины и разбился на мелкие кусочки.",0.39118013146815,Тут появился медведь и сломал дуб. Ларец упал и разбился.,"A2, B1"
"— Ква-ква, Иван-царевич! Поди ко мне, бери свою стрелу, а меня возьми замуж.",0.573584922168981,"— Ква-ква, не убегай, Иван-царевич, а возьми меня замуж.","A2, B1"
"В некотором царстве, в некотором государстве жил-был царь, и было у него три сына. Младшего звали Иван-царевич. Позвал однажды царь сыновей и говорит им: ",0.221680419292801,"Позвал однажды царь сыновей, дал им лук и стрелы и сказал: ""Пришло время вам жениться. Куда упадёт стрела, там и невесту найдёте"".","A2, B1"
"— Ох, дед, трудно нам стало работать: у меня прялка сломалась!",0.564701413657352,"— Ой, старик, трудно нам стало работать, и прялка у меня сломалась!",B1
На другой день после свадьбы призвал царь своих сыновей и говорит:,0.222086548469384,Решил царь пригласить всех сыновей с жёнами к себе на праздник.,"A2, B1"
"— А на что нам, старик? Нам их и прятать негде. Нет, старик, не надо нам денег!",0.363546505634327,"— А зачем нам деньги, старик? — отвечает старуха. — Нам негде их прятать. Не нужны нам деньги.",B1
"Вот пошел он к синему морю, (Помутилося синее море.) Стал он кликать золотую рыбку, Приплыла к нему рыбка, спросила: «Чего тебе надобно, старче?» Ей старик с поклоном отвечает: «Смилуйся, государыня рыбка! Еще пуще старуха бранится, Не дает старику мне покою: Избу просит сварливая баба». Отвечает золотая рыбка: «Не печалься, ступай себе с богом, Так и быть: изба вам уж будет». Пошел он ко своей землянке, А землянки нет уж и следа; Перед ним изба со светелкой, С кирпичною, беленою трубою, С дубовыми, тесовыми вороты. Старуха сидит под окошком, На чем свет стоит мужа ругает. «Дурачина ты, прямой простофиля! Выпросил, простофиля, избу! Воротись, поклонися рыбке: Не хочу быть черной крестьянкой, Хочу быть столбовою дворянкой».",0.192508356404881,"Вернулся старик домой и видит новую, большую и красивую избу.  Сидит под окном старуха и старика ругает. Говорит, что мало ей новой избы. Не хочет она быть бедной крестьянкой, а хочет быть богатой дворянкой. ","A2, B1"
"— Не убивай меня, Иван-царевич! Будет время — я тебе пригожусь.",1,"— Не убивай меня, Иван-царевич! Будет время — я тебе пригожусь.","A2, B1"
"Жил старик со своею старухой У самого синего моря; Они жили в ветхой землянке Ровно тридцать лет и три года. Старик ловил неводом рыбу, Старуха пряла свою пряжу. Раз он в море закинул невод, — Пришел невод с одною тиной. Он в другой раз закинул невод, Пришел невод с травой морскою. В третий раз закинул он невод, — Пришел невод с одною рыбкой, С непростою рыбкой, — золотою. Как взмолится золотая рыбка! Голосом молвит человечьим: «Отпусти ты, старче, меня в море, Дорогой за себя дам откуп: Откуплюсь чем только пожелаешь». Удивился старик, испугался: Он рыбачил тридцать лет и три года И не слыхивал, чтоб рыба говорила. Отпустил он рыбку золотую И сказал ей ласковое слово: «Бог с тобою, золотая рыбка! Твоего мне откупа не надо; Ступай себе в синее море, Гуляй там себе на просторе».",0.275454604138237,"Старик удивился и испугался, потому что он ловил рыбу тридцать лет и три года и никогда не слышал, что рыба может говорить.  Отпустил добрый старик золотую рыбку в море и сказал, что ничего ему не надо. Вернулся старик к старухе и рассказал ей, что поймал он золотую рыбку, которая говорила человеческим голосом. Обещала рыбка старику исполнить любое его желание, если отпустит он её в море. Рассердилась старуха на старика, начала ругать его, что не попросил он у золотой рыбки даже новое корыто. ","A2, B1"
"Барин говорит: «Давай, мужик, меняться на тулуп». Мужик говорит: «Барин, придачу надо!» — «Сколько?» — «Пятерочку».",0.110537138487325,— Сколько? — спрашивает барин.  ,B1
"Долго он по дремучим лесам пробирался, в топях болотных вяз и пришел наконец к Кощееву дубу. Стоит тот дуб, вершиной в облака упирается, корни на сто верст в земле раскинул, ветками красное солнце закрыл. А на самой его вершине — кованый ларец.",0.176006892919055,"Долго он шёл и пришёл к дубу. Дуб был очень большой и высокий, а на самом верху висел ларец.","A2, B1"
Старик и спрашивает:,0.327019077638172,Пошёл старик в лес. Навстречу ему Лесной Дед выходит и спрашивает:,B1
— Вот этот хлеб только в большие праздники есть!,0.835538732908636,— Этот хлеб только в большие праздники есть!,"A2, B1"
"Сказала, обернулась белой лебедью и улетела в окно.",0.4593598587022,"Сказала, превратилась в лебедя и вылетела в окно.","A2, B1"
"И только въехал царский слуга во двор царя, как влетает и Емеля-дурак на своей печи. Слуга увидел, что он приехал, и побежал докладывать царю. Заинтересовало такое прибытие не только царя, но и всю его свиту и все его семейство. Все вышли смотреть на Емелю, а он сидит на печи и разинул рот. И вышла царская дочь. Когда Емеля увидал такую красавицу, то очень она ему понравилась, и он сказал про себя тихим голосом: «По щучьему велению, по моему прошению, влюбись, красавица, в меня». А царь ему приказывает слезать с печи; Емеля отвечает: «Это зачем? Мне и на печи тепло, я вас всех и с печи вижу... Что нужно, говори!» Царь ему тогда строгим голосом сказал: «Зачем ты много народа примял, когда ездил в санях?» — «А что они не сворачивают? И ты бы стоял разинув рот, и тебя бы задавил!»",0.275514441797744,"Когда об этих чудесах узнал царь, он позвал Емелю во дворец. Емеля был таким ленивым, что идти пешком не захотел. Сказал он волшебные слова и поехал в царский дворец на печи. Во дворце увидел он царскую дочь-красавицу и захотел, чтобы она в него влюбилась. Сказал: «По щучьему велению, по моему хотению...», — и вот уже царевна влюбилась в глупого, грязного и ленивого Емелю. Попросила она отца-царя выдать её за Емелю замуж.","B1, B2"
"И стали они жить дружно, в любви и согласии.",0.942796521889774,"Стали они жить дружно, в любви и согласии.","A2, B1"
"Прицелился он, а медведь вдруг и говорит ему человеческим голосом:",0.42140602485986,"Шёл-шёл Иван-царевич и пришёл в тёмный лес. Увидел он медведя, хотел убить, а медведь ему человеческим голосом говорит:","A2, B1"
"Избушка по его слову повернулась к лесу задом, а к нему передом. Вошел Иван-царевич в избушку и видит: лежит на печи баба-яга — костяная нога. Увидела она царевича и говорит:",0.176912796358511,"Бросил он её в море, а сам дальше пошёл. Пришёл Иван в лес и увидел избушку, в которой жила Баба-Яга.","A2, B1"
Василиса Прекрасная,0.198001409331181,"Плохо девушке было жить в доме одной, поэтому Василиса Прекрасная ушла жить к незнакомой старушке. Там она стала шить красивые рубашки. Старушка посмотрела на эти рубашки и поняла, что их может носить только царь. 
 
Пошла старушка во дворец и подарила царю эти рубашки. Попросил царь показать ему мастерицу, которая эти рубашки сшила. Привела старушка Василису Прекрасную во дворец, царь влюбился в неё и взял в жёны. Так трудолюбивая, добрая девушка стала царицей.","A2, B1"
"— Зачем ко мне пожаловал, добрый молодец? Волей или неволей?",0.261530544673968,— Зачем пришёл?,"A2, B1"
"В то самое время братья Ивана-царевича, Димитрий и Василий-царевичи, ездя по разным государствам и не найдя жар-птицы, возвращались в свое отечество с порожними руками; нечаянно наехали они на своего сонного брата Ивана-царевича с прекрасною королевною Еленою.",0.362244932666682,"Доехали они до того места, где волк съел коня Ивана-царевича и стали прощаться. Серый Волк побежал по одной дороге, а Иван-царевич на златогривом коне вместе с королевной Еленой Прекрасной поехали по другой. Ехали они долго и решили отдохнуть. Легли на траву спать. В то самое время братья Ивана-царевича, Димитрий и Василий, тоже возвращались домой. Видят, спит их брат, а рядом прекрасная девица, жар-птица и конь златогривый. Решили они убить брата, а Елене Прекрасной приказали никому ничего не рассказывать.","B1, B2"
"Старичок отправился к морю, (Почернело синее море.) Стал он кликать золотую рыбку. Приплыла к нему рыбка, спросила: «Чего тебе надобно, старче?» Ей с поклоном старик отвечает: «Смилуйся, государыня рыбка! Опять моя старуха бунтует: Уж не хочет быть она дворянкой, Хочет быть вольною царицей». Отвечает золотая рыбка: «Не печалься, ступай себе с богом! Добро! будет старуха царицей!»",0.265747155095808,"Снова пошёл старик к морю, позвал золотую рыбку. Приплыла к нему рыбка, спросила, чего он хочет. Поклонился старик рыбке и сказал, что мало старухе нового корыта, просит теперь она новую избу. Пообещала золотая рыбка, что изба у них будет. ","A2, B1"
"Загоревал Иван-царевич. Снарядился, взял лук да стрелы, надел железные сапоги, положил в заплечный мешок три железных хлеба и пошел искать жену свою, Василису Премудрую.",0.336870294050656,Заплакал Иван-царевич и пошёл искать свою жену Василису Премудрую.,"A2, B1"
"Рубит мужик дрова. Мороз градусов тридцать пять. Так расстарался мужик, что ему стало жарко. Он снял с себя кафтан и положил на пень. И старается — рубит дрова. Пот с него градом. Едет барин на тройке. Кучеру говорит: «Остановись!» Подзывает барин мужика, говорит: «Мужик, что такое — мне в тулупе холодно, а ты в одной рубахе — и пот градом?». Мужик и говорит: «Что мне твой тулуп! У меня кафтан волшебный. На пне лежит, а мне жарко».",0.198735111081376,"Мужик отвечает:   — А мне шуба не нужна, потому что у меня кафтан волшебный! Мой кафтан на пне лежит, а мне жарко! ",B1
"Вот пошел он к синему морю; Видит, — море слегка разыгралось. Стал он кликать золотую рыбку, Приплыла к нему рыбка и спросила: «Чего тебе надобно, старче?» Ей с поклоном старик отвечает: «Смилуйся, государыня рыбка, Разбранила меня моя старуха, Не дает старику мне покою: Надобно ей новое корыто; Наше-то совсем раскололось». Отвечает золотая рыбка: «Не печалься, ступай себе с богом, Будет вам новое корыто». Воротился старик ко старухе, У старухи новое корыто. Еще пуще старуха бранится: «Дурачина ты, простофиля! Выпросил, дурачина, корыто! В корыте много ль корысти? Воротись, дурачина, ты к рыбке; Поклонись ей, выпроси уж избу».",0.285185514759049,"Вот пошёл старик к синему морю. Позвал он золотую рыбку. Приплыла к нему рыбка, спросила, чего он хочет. Старик поклонился рыбке и ответил, что его старуха хочет новое корыто. Обещала золотая рыбка исполнить желание старухи. Вернулся старик домой и увидел, что у старухи новое корыто. Но недовольна старуха, ещё больше старика ругает. Говорит, что мало ей корыта, нужна ей новая изба. ","A2, B1"
"Иван-царевич сел на серого волка, и поехали они в государство царя Долмата. Ехали они долго ли, коротко ли и, доехав до того государства, за три версты от города остановились. Иван-царевич начал просить серого волка:",0.312275532853085,"Ехал, он ехал и встретил большого Серого Волка. Съел волк коня, а молодому царевичу решил помочь. Сел Иван-царевич на Серого Волка и поехал за жар-птицей. Приехали они в царство-государство, где жила эта прекрасная птица. Перелез Иван-Царевич через стену, а там сад, а в саду жар-птица. Хотел Иван-царевич её поймать, но его схватили и привели к главе этого царства — царю Долмату. Послушал царь Долмат историю Ивана-царевича и обещал отдать жар-птицу его отцу, если приведет ему Иван-царевич коня златогривого из соседнего государства.","B1, B2"
"Пошел старик к синему морю; (Не спокойно синее море.) Стал он кликать золотую рыбку. Приплыла к нему рыбка, спросила: «Чего тебе надобно, старче?» Ей с поклоном старик отвечает: «Смилуйся, государыня рыбка! Пуще прежнего старуха вздурилась, Не дает старику мне покою: Уж не хочет быть она крестьянкой, Хочет быть столбовою дворянкой». Отвечает золотая рыбка: «Не печалься, ступай себе с богом».",0.247684762934605,"Третий раз пошёл старик к синему морю. Неспокойно синее море. Позвал старик золотую рыбку. Рассказал ей, чего хочет старуха. Обещала рыбка исполнить желание старухи – сделать её богатой дворянкой. Вернулся старик к старухе и видит высокий терем. Стоит на крыльце его старуха в дорогой одежде, а рядом с ней её слуги. Спросил старик старуху: «… теперь твоя душенька довольна?» На него крикнула старуха и послала работать на конюшню. Вот прошло две недели и опять старуха приказывает старику идти к золотой рыбке. Уже не хочет она быть богатой дворянкой, а хочет быть вольной царицей.","A2, B1"
"Иван-царевич, сидя на сером волке вместе с прекрасною королевною Еленою, возлюбил ее сердцем, а она Ивана-царевича; и когда серый волк прибежал в государство царя Афрона и Ивану-царевичу надобно было отвести прекрасную королевну Елену во дворец и отдать царю, тогда царевич весьма запечалился и начал слезно плакать.",0.318382641152476,"Убили братья Ивана, забрали жар-птицу, коня, королевну и уехали. Понял Серый Волк, что беда случилась и прибежал, а как помочь — не знает. Поймал он ворона и попросил его принести живой воды. Полетел ворон и принёс живой воды. Полил Серый Волк Ивана-царевича живой водой, ожил Иван-царевич. Рассказал ему волк о том, что случилось, и посоветовал скорее в своё царство-государство ехать. Сел Иван на волка, и они быстро добрались до дворца царя-отца. А там уже свадьба: женится старший брат Василий на Елене Прекрасной. Когда вошёл Иван-царевич во дворец, увидела его королевна Елена Прекрасная, подбежала к нему, стала обнимать да целовать. Рассказала она царю-отцу, что братья убили Ивана и её обещали убить, если она об этом расскажет. Рассердился царь-отец и отправил старших братьев в темницу. А Иван-царевич женился на прекрасной королевне Елене, и стали они жить-поживать да добра наживать.","B1, B2"
